ID,Issue_ID,Name,Description,Direction,Target_Issue_ID
4216,15782,Reference,relates to,OUTBOUND,18381
4217,15783,Blocker,is blocked by,INBOUND,15784
4218,15783,Reference,relates to,OUTBOUND,15132
4219,15784,Blocker,blocks,OUTBOUND,15783
4220,15784,Reference,relates to,OUTBOUND,15132
4221,15790,Reference,relates to,OUTBOUND,21673
4222,15790,Supercedes,supercedes,OUTBOUND,21640
4223,15792,Duplicate,is duplicated by,INBOUND,15237
4224,15794,Reference,is related to,INBOUND,15831
4225,15795,Problem/Incident,is caused by,INBOUND,16181
4226,15796,Reference,is related to,INBOUND,22239
4227,15796,Regression,is broken by,INBOUND,21174
4228,15810,Blocker,is blocked by,INBOUND,15907
4229,15817,Duplicate,duplicates,OUTBOUND,15750
4230,15819,Reference,is related to,INBOUND,16076
4231,15819,Reference,is related to,INBOUND,15647
4232,15820,Reference,is related to,INBOUND,15757
4233,15821,Problem/Incident,causes,OUTBOUND,15893
4234,15821,Reference,is related to,INBOUND,20099
4235,15824,Duplicate,is duplicated by,INBOUND,15759
4236,15825,Duplicate,is duplicated by,INBOUND,15752
4237,15829,Supercedes,supercedes,OUTBOUND,16596
4238,15831,Reference,relates to,OUTBOUND,15794
4239,15832,Regression,is broken by,INBOUND,15936
4240,15833,Reference,is related to,INBOUND,17111
4241,15837,Duplicate,is duplicated by,INBOUND,16076
4242,15841,Reference,relates to,OUTBOUND,15324
4243,15841,Reference,is related to,INBOUND,22279
4244,15843,Blocker,blocks,OUTBOUND,15537
4245,15843,Reference,relates to,OUTBOUND,15939
4246,15844,Reference,relates to,OUTBOUND,15537
4247,15844,Reference,relates to,OUTBOUND,15939
4248,15845,Reference,relates to,OUTBOUND,15537
4249,15845,Reference,relates to,OUTBOUND,15939
4250,15853,Duplicate,duplicates,OUTBOUND,17026
4251,15861,dependent,is depended upon by,INBOUND,15983
4252,15863,Blocker,is blocked by,INBOUND,14740
4253,15863,Incorporates,is part of,INBOUND,14740
4254,15863,dependent,depends upon,OUTBOUND,16273
4255,15864,Reference,relates to,OUTBOUND,15865
4256,15865,Reference,is related to,INBOUND,15864
4257,15868,Duplicate,is duplicated by,INBOUND,15526
4258,15869,Blocker,is blocked by,INBOUND,15494
4259,15869,Duplicate,is duplicated by,INBOUND,14864
4260,15879,Reference,relates to,OUTBOUND,15713
4261,15879,Reference,relates to,OUTBOUND,15650
4262,15881,Blocker,is blocked by,INBOUND,15180
4263,15893,Problem/Incident,is caused by,INBOUND,15821
4264,15895,Reference,relates to,OUTBOUND,17111
4265,15897,Duplicate,duplicates,OUTBOUND,16815
4266,15898,Reference,relates to,OUTBOUND,20684
4267,15901,Reference,relates to,OUTBOUND,17011
4268,15901,Reference,relates to,OUTBOUND,18151
4269,15902,Duplicate,duplicates,OUTBOUND,15409
4270,15903,Reference,is related to,INBOUND,16139
4271,15906,Reference,is related to,INBOUND,15910
4272,15907,Blocker,blocks,OUTBOUND,15810
4273,15910,Reference,relates to,OUTBOUND,15906
4274,15911,Reference,is related to,INBOUND,15289
4275,15914,Blocker,blocks,OUTBOUND,18733
4276,15914,Supercedes,supercedes,OUTBOUND,18733
4277,15917,Duplicate,is duplicated by,INBOUND,16085
4278,15919,Reference,is related to,INBOUND,16272
4279,15922,Reference,relates to,OUTBOUND,15947
4280,15927,Duplicate,duplicates,OUTBOUND,15938
4281,15929,Duplicate,is duplicated by,INBOUND,15978
4282,15936,Blocker,blocks,OUTBOUND,16267
4283,15936,Regression,breaks,OUTBOUND,15832
4284,15938,Duplicate,is duplicated by,INBOUND,15927
4285,15939,Reference,relates to,OUTBOUND,15537
4286,15939,Reference,is related to,INBOUND,15843
4287,15939,Reference,is related to,INBOUND,15844
4288,15939,Reference,is related to,INBOUND,15845
4289,15940,Reference,relates to,OUTBOUND,16324
4290,15942,Blocker,blocks,OUTBOUND,16125
4291,15942,Problem/Incident,causes,OUTBOUND,15948
4292,15944,Reference,relates to,OUTBOUND,14782
4293,15947,Blocker,is blocked by,INBOUND,16021
4294,15947,Reference,is related to,INBOUND,15922
4295,15948,Problem/Incident,is caused by,INBOUND,15942
4296,15948,Reference,relates to,OUTBOUND,16573
4297,15955,Reference,is related to,INBOUND,16665
4298,15956,Blocker,is blocked by,INBOUND,16274
4299,15956,Duplicate,duplicates,OUTBOUND,16274
4300,15968,Duplicate,duplicates,OUTBOUND,16120
4301,15968,Reference,relates to,OUTBOUND,16120
4302,15969,dependent,depends upon,OUTBOUND,17013
4303,15973,Blocker,is blocked by,INBOUND,16788
4304,15977,Reference,relates to,OUTBOUND,16181
4305,15978,Duplicate,duplicates,OUTBOUND,15929
4306,15979,Blocker,blocks,OUTBOUND,15996
4307,15982,Blocker,is blocked by,INBOUND,16012
4308,15983,dependent,depends upon,OUTBOUND,15861
4309,15984,Reference,relates to,OUTBOUND,17118
4310,15985,Duplicate,is duplicated by,INBOUND,15756
4311,15986,Blocker,blocks,OUTBOUND,15996
4312,15987,Blocker,blocks,OUTBOUND,15996
4313,15988,Blocker,is blocked by,INBOUND,15996
4314,15989,Incorporates,is part of,INBOUND,16002
4315,15989,Reference,relates to,OUTBOUND,15995
4316,15989,Reference,relates to,OUTBOUND,15990
4317,15989,Reference,relates to,OUTBOUND,16394
4318,15990,Reference,is related to,INBOUND,15989
4319,15992,Reference,relates to,OUTBOUND,15496
4320,15993,Blocker,blocks,OUTBOUND,16788
4321,15995,Blocker,blocks,OUTBOUND,16001
4322,15995,Blocker,blocks,OUTBOUND,15996
4323,15995,Reference,is related to,INBOUND,15989
4324,15996,Blocker,blocks,OUTBOUND,15988
4325,15996,Blocker,is blocked by,INBOUND,15987
4326,15996,Blocker,is blocked by,INBOUND,15986
4327,15996,Blocker,is blocked by,INBOUND,15979
4328,15996,Blocker,is blocked by,INBOUND,15998
4329,15996,Blocker,is blocked by,INBOUND,15995
4330,15998,Blocker,blocks,OUTBOUND,16001
4331,15998,Blocker,blocks,OUTBOUND,15996
4332,16001,Blocker,is blocked by,INBOUND,15998
4333,16001,Blocker,is blocked by,INBOUND,15995
4334,16002,Incorporates,incorporates,OUTBOUND,15989
4335,16002,Reference,is related to,INBOUND,18850
4336,16002,Reference,is related to,INBOUND,21120
4337,16002,Supercedes,supercedes,OUTBOUND,21123
4338,16008,Reference,relates to,OUTBOUND,18779
4339,16012,Blocker,blocks,OUTBOUND,15982
4340,16021,Blocker,blocks,OUTBOUND,15947
4341,16021,Reference,is related to,INBOUND,16295
4342,16030,dependent,is depended upon by,INBOUND,16173
4343,16031,Blocker,is blocked by,INBOUND,20099
4344,16032,Blocker,is blocked by,INBOUND,20099
4345,16034,Reference,is related to,INBOUND,22926
4346,16035,Reference,relates to,OUTBOUND,15722
4347,16035,Reference,relates to,OUTBOUND,17169
4348,16037,Reference,is related to,INBOUND,16043
4349,16038,Reference,relates to,OUTBOUND,16039
4350,16039,Reference,is related to,INBOUND,16038
4351,16043,Reference,relates to,OUTBOUND,16037
4352,16044,Blocker,is blocked by,INBOUND,15736
4353,16044,Reference,relates to,OUTBOUND,17824
4354,16044,Reference,is related to,INBOUND,22957
4355,16044,Reference,is related to,INBOUND,17271
4356,16044,Supercedes,is superceded by,INBOUND,15736
4357,16046,Problem/Incident,causes,OUTBOUND,16053
4358,16046,Problem/Incident,is caused by,INBOUND,22925
4359,16047,Problem/Incident,is caused by,INBOUND,15258
4360,16049,Reference,relates to,OUTBOUND,15089
4361,16049,Reference,is related to,INBOUND,15024
4362,16050,Reference,relates to,OUTBOUND,15455
4363,16053,Duplicate,is duplicated by,INBOUND,16067
4364,16053,Problem/Incident,is caused by,INBOUND,16046
4365,16055,Reference,relates to,OUTBOUND,17688
4366,16056,Cloners,is a clone of,OUTBOUND,16130
4367,16056,Duplicate,duplicates,OUTBOUND,16573
4368,16056,Reference,is related to,INBOUND,16573
4369,16057,Problem/Incident,is caused by,INBOUND,16206
4370,16067,Duplicate,duplicates,OUTBOUND,16053
4371,16068,Duplicate,duplicates,OUTBOUND,16069
4372,16068,Regression,is broken by,INBOUND,16200
4373,16069,Duplicate,is duplicated by,INBOUND,16068
4374,16076,Duplicate,duplicates,OUTBOUND,15837
4375,16076,Reference,relates to,OUTBOUND,15819
4376,16076,Reference,is related to,INBOUND,15647
4377,16080,Reference,is related to,INBOUND,24289
4378,16083,Blocker,is blocked by,INBOUND,16413
4379,16083,Reference,is related to,INBOUND,15442
4380,16084,Reference,is related to,INBOUND,17272
4381,16085,Duplicate,duplicates,OUTBOUND,15917
4382,16085,Problem/Incident,is caused by,INBOUND,16337
4383,16086,Reference,relates to,OUTBOUND,16105
4384,16088,Blocker,blocks,OUTBOUND,15028
4385,16088,Blocker,is blocked by,INBOUND,14721
4386,16088,Incorporates,incorporates,OUTBOUND,16134
4387,16088,Reference,is related to,INBOUND,23942
4388,16094,Duplicate,duplicates,OUTBOUND,16095
4389,16095,Child-Issue,is a parent of,OUTBOUND,16097
4390,16095,Duplicate,is duplicated by,INBOUND,16094
4391,16095,dependent,is depended upon by,INBOUND,16096
4392,16096,Reference,is related to,INBOUND,15485
4393,16096,dependent,depends upon,OUTBOUND,16095
4394,16097,Child-Issue,is a child of,INBOUND,16095
4395,16100,Reference,is related to,INBOUND,15517
4396,16102,Reference,is related to,INBOUND,15545
4397,16105,Reference,is related to,INBOUND,16390
4398,16105,Reference,is related to,INBOUND,16086
4399,16107,Reference,relates to,OUTBOUND,18783
4400,16107,Reference,relates to,OUTBOUND,17954
4401,16109,Blocker,is blocked by,INBOUND,15668
4402,16109,Blocker,is blocked by,INBOUND,16177
4403,16109,Reference,is related to,INBOUND,15676
4404,16112,Duplicate,is duplicated by,INBOUND,19571
4405,16112,Duplicate,is duplicated by,INBOUND,19263
4406,16116,Duplicate,is duplicated by,INBOUND,16477
4407,16119,Cloners,is a clone of,OUTBOUND,18851
4408,16120,Duplicate,is duplicated by,INBOUND,15968
4409,16120,Reference,is related to,INBOUND,15968
4410,16125,Blocker,is blocked by,INBOUND,15942
4411,16125,Incorporates,is part of,INBOUND,16927
4412,16129,Reference,is related to,INBOUND,16191
4413,16130,Cloners,is cloned by,INBOUND,16056
4414,16133,Reference,is related to,INBOUND,14831
4415,16134,Incorporates,is part of,INBOUND,16088
4416,16134,Problem/Incident,is caused by,INBOUND,16462
4417,16139,Reference,relates to,OUTBOUND,15378
4418,16139,Reference,relates to,OUTBOUND,15903
4419,16142,Duplicate,is duplicated by,INBOUND,15700
4420,16142,Reference,relates to,OUTBOUND,21918
4421,16146,Blocker,is blocked by,INBOUND,20099
4422,16152,Reference,relates to,OUTBOUND,17243
4423,16154,Regression,breaks,OUTBOUND,16186
4424,16159,Reference,is related to,INBOUND,16575
4425,16161,Reference,is related to,INBOUND,15690
4426,16170,Reference,relates to,OUTBOUND,14822
4427,16171,Blocker,is blocked by,INBOUND,16172
4428,16172,Blocker,blocks,OUTBOUND,16171
4429,16172,Duplicate,is duplicated by,INBOUND,17311
4430,16173,dependent,depends upon,OUTBOUND,16030
4431,16174,Reference,relates to,OUTBOUND,16198
4432,16177,Blocker,blocks,OUTBOUND,16109
4433,16180,Incorporates,is part of,INBOUND,17163
4434,16181,Problem/Incident,causes,OUTBOUND,15795
4435,16181,Reference,is related to,INBOUND,15977
4436,16182,Supercedes,supercedes,OUTBOUND,19711
4437,16186,Regression,is broken by,INBOUND,16154
4438,16187,Blocker,blocks,OUTBOUND,16970
4439,16191,Reference,relates to,OUTBOUND,16129
4440,16196,Reference,relates to,OUTBOUND,16245
4441,16198,Reference,is related to,INBOUND,16174
4442,16199,Supercedes,is superceded by,INBOUND,15208
4443,16200,Regression,breaks,OUTBOUND,16068
4444,16202,Reference,is related to,INBOUND,14966
4445,16206,Problem/Incident,causes,OUTBOUND,16057
4446,16209,Problem/Incident,is caused by,INBOUND,16390
4447,16210,Reference,relates to,OUTBOUND,16258
4448,16212,Reference,relates to,OUTBOUND,15477
4449,16214,Reference,relates to,OUTBOUND,16325
4450,16220,Reference,is related to,INBOUND,16591
4451,16221,Reference,relates to,OUTBOUND,16975
4452,16225,dependent,is depended upon by,INBOUND,16390
4453,16226,Blocker,is blocked by,INBOUND,16444
4454,16244,Duplicate,duplicates,OUTBOUND,15448
4455,16245,Reference,is related to,INBOUND,16196
4456,16246,Reference,relates to,OUTBOUND,16278
4457,16249,Reference,relates to,OUTBOUND,16306
4458,16251,Reference,relates to,OUTBOUND,15595
4459,16253,Duplicate,is duplicated by,INBOUND,16391
4460,16256,Reference,relates to,OUTBOUND,17377
4461,16257,Incorporates,is part of,INBOUND,16312
4462,16257,Reference,is related to,INBOUND,16312
4463,16258,Reference,relates to,OUTBOUND,19276
4464,16258,Reference,is related to,INBOUND,16210
4465,16259,Reference,relates to,OUTBOUND,22906
4466,16263,Duplicate,duplicates,OUTBOUND,16428
4467,16266,Blocker,blocks,OUTBOUND,15373
4468,16266,Blocker,is blocked by,INBOUND,16267
4469,16266,Supercedes,supercedes,OUTBOUND,17132
4470,16267,Blocker,blocks,OUTBOUND,16266
4471,16267,Blocker,blocks,OUTBOUND,17111
4472,16267,Blocker,is blocked by,INBOUND,15936
4473,16267,Duplicate,duplicates,OUTBOUND,17116
4474,16267,Duplicate,is duplicated by,INBOUND,16284
4475,16267,Reference,relates to,OUTBOUND,17115
4476,16269,Blocker,blocks,OUTBOUND,15546
4477,16269,Reference,relates to,OUTBOUND,15160
4478,16269,Reference,is related to,INBOUND,15453
4479,16272,Reference,relates to,OUTBOUND,15919
4480,16273,dependent,is depended upon by,INBOUND,15863
4481,16274,Blocker,blocks,OUTBOUND,15956
4482,16274,Duplicate,is duplicated by,INBOUND,15956
4483,16276,dependent,depends upon,OUTBOUND,16294
4484,16278,Reference,is related to,INBOUND,16246
4485,16278,Regression,is broken by,INBOUND,17163
4486,16283,Reference,relates to,OUTBOUND,16948
4487,16283,Reference,relates to,OUTBOUND,18717
4488,16284,Duplicate,duplicates,OUTBOUND,16267
4489,16289,Reference,relates to,OUTBOUND,15453
4490,16290,Reference,relates to,OUTBOUND,15728
4491,16294,dependent,is depended upon by,INBOUND,16276
4492,16295,Reference,relates to,OUTBOUND,16021
4493,16295,Reference,relates to,OUTBOUND,15668
4494,16295,Reference,is related to,INBOUND,16315
4495,16295,Reference,is related to,INBOUND,15143
4496,16295,Reference,is related to,INBOUND,17434
4497,16298,Blocker,is blocked by,INBOUND,17434
4498,16298,Reference,relates to,OUTBOUND,15687
4499,16298,Reference,is related to,INBOUND,21918
4500,16301,Reference,relates to,OUTBOUND,15764
4501,16301,Reference,is related to,INBOUND,16334
4502,16303,Blocker,is blocked by,INBOUND,17312
4503,16303,Reference,is related to,INBOUND,17105
4504,16306,Reference,is related to,INBOUND,16249
4505,16308,Reference,is related to,INBOUND,16312
4506,16308,Supercedes,supercedes,OUTBOUND,18815
4507,16312,Incorporates,incorporates,OUTBOUND,16257
4508,16312,Reference,relates to,OUTBOUND,16257
4509,16312,Reference,relates to,OUTBOUND,19294
4510,16312,Reference,relates to,OUTBOUND,16308
4511,16315,Reference,relates to,OUTBOUND,16295
4512,16315,Reference,relates to,OUTBOUND,15668
4513,16316,Blocked,Blocked,INBOUND,21579
4514,16324,Reference,relates to,OUTBOUND,15584
4515,16324,Reference,is related to,INBOUND,15940
4516,16324,Reference,is related to,INBOUND,16506
4517,16325,Reference,relates to,OUTBOUND,18939
4518,16325,Reference,is related to,INBOUND,16214
4519,16332,Reference,relates to,OUTBOUND,17454
4520,16334,Reference,relates to,OUTBOUND,15764
4521,16334,Reference,relates to,OUTBOUND,16301
4522,16337,Problem/Incident,causes,OUTBOUND,16085
4523,16337,Problem/Incident,causes,OUTBOUND,15146
4524,16340,Reference,is related to,INBOUND,20618
4525,16355,Required,requires,OUTBOUND,16399
4526,16356,Duplicate,is duplicated by,INBOUND,18772
4527,16356,Incorporates,incorporates,OUTBOUND,18772
4528,16357,Reference,is related to,INBOUND,16474
4529,16362,Reference,relates to,OUTBOUND,17299
4530,16367,Reference,relates to,OUTBOUND,16368
4531,16367,Reference,relates to,OUTBOUND,16530
4532,16368,Reference,is related to,INBOUND,16367
4533,16368,dependent,depends upon,OUTBOUND,16530
4534,16371,Duplicate,is duplicated by,INBOUND,17311
4535,16371,Reference,relates to,OUTBOUND,17958
4536,16372,Reference,relates to,OUTBOUND,16422
4537,16372,Reference,is related to,INBOUND,17203
4538,16379,Reference,is related to,INBOUND,16385
4539,16383,Blocker,blocks,OUTBOUND,16527
4540,16385,Reference,relates to,OUTBOUND,16379
4541,16390,Problem/Incident,causes,OUTBOUND,16209
4542,16390,Reference,relates to,OUTBOUND,16105
4543,16390,dependent,depends upon,OUTBOUND,16225
4544,16391,Duplicate,duplicates,OUTBOUND,16253
4545,16393,Reference,is related to,INBOUND,18260
4546,16393,Reference,is related to,INBOUND,16571
4547,16394,Reference,is related to,INBOUND,17961
4548,16394,Reference,is related to,INBOUND,15989
4549,16397,Blocker,blocks,OUTBOUND,16527
4550,16398,Duplicate,duplicates,OUTBOUND,17593
4551,16399,Required,is required by,INBOUND,16355
4552,16410,Duplicate,duplicates,OUTBOUND,16927
4553,16412,Blocker,blocks,OUTBOUND,17870
4554,16413,Blocker,blocks,OUTBOUND,16083
4555,16413,Reference,relates to,OUTBOUND,22195
4556,16413,Reference,relates to,OUTBOUND,16414
4557,16413,Reference,relates to,OUTBOUND,23827
4558,16414,Reference,relates to,OUTBOUND,22195
4559,16414,Reference,is related to,INBOUND,16413
4560,16415,Reference,relates to,OUTBOUND,18860
4561,16418,Reference,is related to,INBOUND,16609
4562,16419,Reference,relates to,OUTBOUND,22959
4563,16419,Reference,relates to,OUTBOUND,21282
4564,16421,Reference,relates to,OUTBOUND,19401
4565,16422,Reference,is related to,INBOUND,16372
4566,16427,Duplicate,is duplicated by,INBOUND,15553
4567,16428,Duplicate,is duplicated by,INBOUND,16263
4568,16434,Reference,relates to,OUTBOUND,15090
4569,16440,Reference,is related to,INBOUND,17377
4570,16444,Blocker,blocks,OUTBOUND,16226
4571,16446,Reference,is related to,INBOUND,16469
4572,16446,Reference,is related to,INBOUND,17653
4573,16456,Reference,is related to,INBOUND,16527
4574,16457,Reference,relates to,OUTBOUND,15090
4575,16461,Duplicate,duplicates,OUTBOUND,17845
4576,16462,Problem/Incident,causes,OUTBOUND,16134
4577,16469,Blocker,blocks,OUTBOUND,16673
4578,16469,Reference,relates to,OUTBOUND,16446
4579,16474,Reference,relates to,OUTBOUND,16357
4580,16475,Duplicate,duplicates,OUTBOUND,15205
4581,16475,Duplicate,is duplicated by,INBOUND,16481
4582,16477,Duplicate,duplicates,OUTBOUND,16116
4583,16481,Duplicate,duplicates,OUTBOUND,16475
4584,16489,Blocker,blocks,OUTBOUND,17962
4585,16490,Blocker,blocks,OUTBOUND,17719
4586,16502,Blocker,is blocked by,INBOUND,22685
4587,16506,Reference,relates to,OUTBOUND,16324
4588,16506,Reference,relates to,OUTBOUND,14639
4589,16509,Reference,is related to,INBOUND,22926
4590,16514,Reference,relates to,OUTBOUND,16527
4591,16527,Blocker,is blocked by,INBOUND,16397
4592,16527,Blocker,is blocked by,INBOUND,16383
4593,16527,Reference,relates to,OUTBOUND,16456
4594,16527,Reference,is related to,INBOUND,16514
4595,16527,Reference,is related to,INBOUND,19716
4596,16527,Required,is required by,INBOUND,21696
4597,16529,Reference,relates to,OUTBOUND,16651
4598,16530,Reference,is related to,INBOUND,16367
4599,16530,dependent,is depended upon by,INBOUND,16368
4600,16533,Reference,is related to,INBOUND,16728
4601,16535,Reference,relates to,OUTBOUND,17683
4602,16535,Regression,is broken by,INBOUND,21174
4603,16541,dependent,is depended upon by,INBOUND,15525
4604,16544,Reference,relates to,OUTBOUND,15176
4605,16544,Reference,relates to,OUTBOUND,15005
4606,16544,Reference,is related to,INBOUND,18442
4607,16545,Reference,relates to,OUTBOUND,18207
4608,16556,Parent Feature,Parent Feature,OUTBOUND,18226
4609,16566,Supercedes,supercedes,OUTBOUND,20010
4610,16571,Reference,relates to,OUTBOUND,16393
4611,16573,Blocked,Blocked,OUTBOUND,15420
4612,16573,Blocker,blocks,OUTBOUND,17558
4613,16573,Duplicate,duplicates,OUTBOUND,14773
4614,16573,Duplicate,is duplicated by,INBOUND,16056
4615,16573,Reference,relates to,OUTBOUND,14774
4616,16573,Reference,relates to,OUTBOUND,15117
4617,16573,Reference,relates to,OUTBOUND,16056
4618,16573,Reference,is related to,INBOUND,15627
4619,16573,Reference,is related to,INBOUND,15948
4620,16575,Reference,relates to,OUTBOUND,16159
4621,16576,Duplicate,duplicates,OUTBOUND,16669
4622,16585,Blocker,blocks,OUTBOUND,18478
4623,16585,Blocker,blocks,OUTBOUND,18321
4624,16585,Blocker,blocks,OUTBOUND,16940
4625,16585,Blocker,blocks,OUTBOUND,16928
4626,16586,Reference,is related to,INBOUND,17026
4627,16587,Blocker,blocks,OUTBOUND,18579
4628,16587,Blocker,blocks,OUTBOUND,16885
4629,16587,Blocker,blocks,OUTBOUND,16671
4630,16587,Blocker,blocks,OUTBOUND,16668
4631,16587,Blocker,blocks,OUTBOUND,16666
4632,16587,Blocker,blocks,OUTBOUND,16623
4633,16587,Blocker,blocks,OUTBOUND,16621
4634,16587,Duplicate,duplicates,OUTBOUND,16698
4635,16591,Reference,relates to,OUTBOUND,16220
4636,16596,Supercedes,is superceded by,INBOUND,15829
4637,16600,Blocker,is blocked by,INBOUND,15180
4638,16605,Blocker,blocks,OUTBOUND,16929
4639,16605,Reference,relates to,OUTBOUND,17968
4640,16609,Reference,relates to,OUTBOUND,16418
4641,16611,Reference,relates to,OUTBOUND,16672
4642,16615,Duplicate,duplicates,OUTBOUND,20904
4643,16615,Reference,relates to,OUTBOUND,14972
4644,16619,Reference,is related to,INBOUND,18545
4645,16620,Reference,is related to,INBOUND,16748
4646,16621,Blocker,is blocked by,INBOUND,16587
4647,16621,Reference,is related to,INBOUND,16671
4648,16623,Blocker,is blocked by,INBOUND,16587
4649,16623,Reference,is related to,INBOUND,16671
4650,16628,dependent,depends upon,OUTBOUND,18503
4651,16631,Duplicate,is duplicated by,INBOUND,14561
4652,16632,Reference,is related to,INBOUND,18481
4653,16638,Duplicate,duplicates,OUTBOUND,17108
4654,16638,Reference,relates to,OUTBOUND,17099
4655,16639,Duplicate,duplicates,OUTBOUND,17434
4656,16642,Reference,is related to,INBOUND,20587
4657,16650,Reference,is related to,INBOUND,17593
4658,16650,Reference,is related to,INBOUND,16674
4659,16651,Reference,is related to,INBOUND,16529
4660,16656,dependent,depends upon,OUTBOUND,18503
4661,16664,Duplicate,duplicates,OUTBOUND,17163
4662,16664,Reference,is related to,INBOUND,17163
4663,16665,Reference,relates to,OUTBOUND,15955
4664,16666,Blocker,is blocked by,INBOUND,16587
4665,16666,Reference,is related to,INBOUND,16671
4666,16666,Reference,is related to,INBOUND,16668
4667,16668,Blocker,is blocked by,INBOUND,16587
4668,16668,Reference,relates to,OUTBOUND,16666
4669,16668,Reference,is related to,INBOUND,16671
4670,16669,Duplicate,is duplicated by,INBOUND,16576
4671,16671,Blocker,is blocked by,INBOUND,16587
4672,16671,Reference,relates to,OUTBOUND,16668
4673,16671,Reference,relates to,OUTBOUND,16666
4674,16671,Reference,relates to,OUTBOUND,16623
4675,16671,Reference,relates to,OUTBOUND,16621
4676,16672,Reference,is related to,INBOUND,16611
4677,16673,Blocker,is blocked by,INBOUND,16469
4678,16674,Duplicate,duplicates,OUTBOUND,17593
4679,16674,Reference,relates to,OUTBOUND,16650
4680,16676,Blocker,blocks,OUTBOUND,16677
4681,16677,Blocker,is blocked by,INBOUND,16676
4682,16678,Reference,relates to,OUTBOUND,15068
4683,16679,Reference,relates to,OUTBOUND,21161
4684,16679,Reference,relates to,OUTBOUND,21639
4685,16679,Reference,is related to,INBOUND,21297
4686,16695,Reference,relates to,OUTBOUND,15418
4687,16698,Blocker,is blocked by,INBOUND,15217
4688,16698,Duplicate,is duplicated by,INBOUND,16587
4689,16698,Duplicate,is duplicated by,INBOUND,15247
4690,16698,Reference,relates to,OUTBOUND,15219
4691,16703,Blocker,is blocked by,INBOUND,20099
4692,16706,Reference,relates to,OUTBOUND,21989
4693,16711,Regression,is broken by,INBOUND,18343
4694,16722,Reference,is related to,INBOUND,16730
4695,16722,Reference,is related to,INBOUND,18381
4696,16726,Regression,is broken by,INBOUND,21073
4697,16728,Reference,relates to,OUTBOUND,16533
4698,16730,Reference,relates to,OUTBOUND,16722
4699,16730,Reference,is related to,INBOUND,17637
4700,16734,Reference,relates to,OUTBOUND,19038
4701,16736,Reference,relates to,OUTBOUND,16737
4702,16737,Reference,is related to,INBOUND,16736
4703,16738,Blocker,blocks,OUTBOUND,16921
4704,16742,Blocker,blocks,OUTBOUND,16753
4705,16745,Reference,relates to,OUTBOUND,16757
4706,16745,Reference,relates to,OUTBOUND,18043
4707,16748,Reference,relates to,OUTBOUND,16620
4708,16753,Blocker,is blocked by,INBOUND,16742
4709,16754,Reference,is related to,INBOUND,18177
4710,16757,Reference,is related to,INBOUND,18043
4711,16757,Reference,is related to,INBOUND,16745
4712,16760,Reference,relates to,OUTBOUND,17026
4713,16766,Blocker,is blocked by,INBOUND,14733
4714,16770,Reference,relates to,OUTBOUND,17156
4715,16777,Reference,is related to,INBOUND,18225
4716,16781,Reference,is related to,INBOUND,16827
4717,16782,Reference,is related to,INBOUND,15665
4718,16786,Reference,relates to,OUTBOUND,17828
4719,16787,Reference,is related to,INBOUND,15282
4720,16788,Blocker,blocks,OUTBOUND,15973
4721,16788,Blocker,is blocked by,INBOUND,15993
4722,16801,Reference,is related to,INBOUND,17156
4723,16803,Blocker,is blocked by,INBOUND,15683
4724,16803,Reference,relates to,OUTBOUND,14535
4725,16803,Reference,is related to,INBOUND,15041
4726,16803,Reference,is related to,INBOUND,23747
4727,16804,Reference,relates to,OUTBOUND,16925
4728,16806,Reference,relates to,OUTBOUND,16886
4729,16811,Reference,relates to,OUTBOUND,18011
4730,16815,Duplicate,is duplicated by,INBOUND,15897
4731,16825,Duplicate,duplicates,OUTBOUND,19925
4732,16826,dependent,depends upon,OUTBOUND,18503
4733,16827,Reference,relates to,OUTBOUND,16781
4734,16827,Reference,is related to,INBOUND,16831
4735,16831,Reference,relates to,OUTBOUND,16827
4736,16834,Blocker,is blocked by,INBOUND,18763
4737,16838,Reference,is related to,INBOUND,16953
4738,16839,Reference,relates to,OUTBOUND,19465
4739,16840,Reference,is related to,INBOUND,17650
4740,16842,Reference,relates to,OUTBOUND,17200
4741,16843,Reference,is related to,INBOUND,18747
4742,16843,Reference,is related to,INBOUND,20854
4743,16849,Duplicate,duplicates,OUTBOUND,18225
4744,16850,Reference,relates to,OUTBOUND,16854
4745,16850,Supercedes,is superceded by,INBOUND,15441
4746,16850,Supercedes,is superceded by,INBOUND,15440
4747,16850,Supercedes,is superceded by,INBOUND,15439
4748,16853,Duplicate,duplicates,OUTBOUND,17200
4749,16854,Reference,is related to,INBOUND,16850
4750,16854,Supercedes,is superceded by,INBOUND,15440
4751,16865,Reference,relates to,OUTBOUND,18225
4752,16866,Blocker,blocks,OUTBOUND,17954
4753,16868,Reference,relates to,OUTBOUND,16892
4754,16869,Reference,is related to,INBOUND,17478
4755,16874,Reference,relates to,OUTBOUND,17237
4756,16876,Duplicate,duplicates,OUTBOUND,18107
4757,16878,Reference,relates to,OUTBOUND,17509
4758,16883,Reference,is related to,INBOUND,16916
4759,16884,Reference,relates to,OUTBOUND,14595
4760,16885,Blocker,is blocked by,INBOUND,16587
4761,16885,Reference,relates to,OUTBOUND,18579
4762,16886,Reference,is related to,INBOUND,16806
4763,16887,Reference,is related to,INBOUND,17145
4764,16887,Reference,is related to,INBOUND,19892
4765,16889,Reference,is related to,INBOUND,17022
4766,16892,Reference,is related to,INBOUND,16868
