dataset,seed,mode,ablation,solver_status,selected_count,total_value,capacity_used,avg_risk,objective_score,skill_coverage,sprint_completion_ratio,runtime_ms,feasibility_total,filtered_by_risk,filtered_by_skill,filtered_by_dependency,filtered_by_status,score_min,score_max,score_mean
aurora,43,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.76340874889611,1.0,,15.691610999056138,426,5,0,0,324,0.30907451642521444,0.7467299674024648,0.6854016036743568
aurora,43,greedy_feasible,all_constraints,baseline:greedy_feasible,18,122.8,30,0.48000000000000004,12.28,1.0,,7.649421000678558,426,5,0,0,324,0.38,0.8470000000000001,0.5667422680412371
aurora,43,random_feasible,all_constraints,baseline:random_feasible:seed-43,27,143.92,30,0.37777777777777777,18.628102564102562,1.0,,7.614254001964582,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
aurora,43,learned_milp,no_risk,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.18,1.0,,22.03831799852196,426,0,0,0,329,0.38,0.8470000000000001,0.5667422680412371
aurora,43,learned_milp,no_skill,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.18,1.0,,17.021727999235736,426,5,0,0,324,0.38,0.8470000000000001,0.5667422680412371
aurora,43,learned_milp,no_dependency,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.18,1.0,,16.45741399988765,426,5,0,0,324,0.38,0.8470000000000001,0.5667422680412371
aurora,43,learned_milp,no_capacity,milp-cbc:Optimal,97,549.74,158,0.408659793814433,54.974,1.0,,14.038878001883859,426,5,0,0,324,0.38,0.8470000000000001,0.5667422680412371
aurora,44,learned_milp,all_constraints,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.10917131945915,1.0,,16.65555699946708,426,5,0,0,324,0.39169341424023474,0.8307294493285878,0.567564079127458
aurora,44,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.512435897435896,1.0,,15.741044000606053,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
aurora,44,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.76340874889611,1.0,,16.007305999664823,426,5,0,0,324,0.30907451642521444,0.7467299674024648,0.6854016036743568
aurora,44,greedy_feasible,all_constraints,baseline:greedy_feasible,18,122.8,30,0.48000000000000004,12.18244351548147,1.0,,7.407826000417117,426,5,0,0,324,0.39169341424023474,0.8307294493285878,0.567564079127458
aurora,44,random_feasible,all_constraints,baseline:random_feasible:seed-44,26,150.05,30,0.4019230769230769,18.082435897435897,1.0,,7.909840998763684,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
aurora,44,learned_milp,no_risk,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.10917131945915,1.0,,15.784335999342147,426,0,0,0,329,0.39169341424023474,0.8307294493285878,0.567564079127458
aurora,44,learned_milp,no_skill,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.10917131945915,1.0,,15.903972001979128,426,5,0,0,324,0.39169341424023474,0.8307294493285878,0.567564079127458
